,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.352827,4.0,3.0016093,2.999997,2.0125208,1.6875358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0001707,1.9999671,2.0,2.0000014,2.9996464,3.0001814,3.0003757,3.0033271,3.0006106,3.9453797,4.0,4.0,4.0,4.0,4.0,4.454628,4.000354,4.004237,4.0000734,4.00171,4.068592,4.0000935,4.0000005,4.0,4.0,3.9999976,3.9999175,3.381,3.9990087,3.874487,3.7487469,3.0001187,3.0578384,3.0,2.999946,2.0515711,2.0,1.7708771,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.998881,4.003132,3.7252421,2.9728575,2.0000203,1.9999981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0050778,1.9999938,2.0,2.000161,3.0,3.00001,3.0000296,3.0000002,2.99999,3.07676,3.770877,3.0132937,3.07676,3.038599,3.9994593,3.9999976,3.9998074,3.6332002,4.0,3.9999962,4.0,3.9999628,3.999601,4.0,3.9999971,4.0,3.9999866,4.0,4.0,4.0,4.0,4.0,4.0,3.9999857,3.9999971,3.0014257,2.9850175,2.0,1.1190042,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5302944,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9989467,4.0,3.9999309,2.9999993,2.0,1.9999223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0012627,1.9999523,2.0,2.9188287,3.0000002,3.051571,3.0003328,3.0000017,3.000014,3.0,3.0026124,3.3391023,3.9882073,3.9999795,3.003132,3.0,2.9999313,3.0000005,3.0000217,2.9999993,3.0000026,3.0000262,3.000069,3.000048,3.0004241,3.0039883,3.9999905,3.9999838,3.9999995,4.0,4.0,4.0,4.575253,5.0,4.000003,4.0,3.999998,3.0111058,2.1985695,2.0,1.2185845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9994593,4.0000005,4.3954062,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.998881,4.0,3.0045009,2.9798155,2.0,2.0,1.000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0546203,1.9999924,2.0,2.9998293,3.0016093,3.999895,4.0,4.0,4.0,3.9999995,4.0,3.9993896,4.0,4.0,4.0,4.0,3.530295,2.9994254,2.0000262,2.0000005,2.0515711,2.980981,2.0117924,2.0068653,2.0000296,2.0612345,2.997686,3.0008264,3.9999628,4.0,3.9999998,4.0,4.0033274,5.0,5.0,4.9999967,4.9758844,4.0,3.999992,3.0000002,2.0000064,1.9999995,1.0060854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28701,4.0,4.0064635,4.9999723,4.9993114,5.0,5.0,5.0,5.0,5.0,4.998881,4.004781,4.0,3.0008264,2.9999828,2.0,1.3667998,1.0000277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0011187,1.9999781,2.0,2.0002048,2.9999998,3.700418,4.0,4.0,4.0,4.0,4.0,3.9999957,3.9999423,3.9939141,4.0,3.999998,4.0,3.9986577,3.0000048,2.997225,2.9997225,2.935184,2.0000093,2.0000048,2.0000005,2.0,2.0011888,2.9840953,3.0,3.0001116,3.996673,3.9999928,4.0012627,4.9867067,4.999988,5.0,4.999995,4.339102,4.0000005,3.9999866,3.0000105,2.001263,2.0,2.0,1.9999995,1.0,1.0000029,1.0000029,1.0,1.0,1.0,1.0,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9984853,3.000193,3.9999995,4.002178,4.9188285,4.951317,4.575253,4.0725703,4.004781,4.038599,4.352827,4.000001,4.0,4.0,3.9999838,2.9999924,2.0,1.0906925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000005,1.179965,1.9999924,2.0,2.0612345,2.9999988,3.8109078,3.999977,3.9999933,3.999999,3.9993896,3.560368,3.0000007,3.0029478,3.9999628,3.9314084,3.999874,3.999999,3.781415,3.0001116,3.0000036,2.9995213,2.9453797,2.5151613,2.0000334,2.0,2.0,2.0000005,2.0003538,2.0125208,2.999067,3.000008,3.9999905,4.0,4.0092754,5.0,5.0,5.0,4.19857,4.0000153,3.9999995,2.999997,2.0000134,2.0,3.0000117,2.999999,2.0,2.000019,2.0,1.0000243,1.0,1.0,1.0,5.0
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.999946,3.9997692,4.0,4.0000005,4.325642,4.000001,4.0000014,4.0,3.996673,3.9962459,3.9999995,4.0,3.96566,3.0004241,3.0000002,2.0,1.8809958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000205,1.9987364,2.0,2.0,2.9998813,3.0000064,3.0214198,3.0132937,3.051571,3.0014257,3.0000875,3.0000262,3.0343406,3.1985693,3.781415,3.9988809,3.999998,3.9999928,3.0132937,3.000011,2.9999995,2.4099965,2.1068604,2.0159044,2.0020504,2.0000036,2.0000002,2.0,2.4396327,2.9922562,3.0000021,3.9232392,4.0,4.006865,5.0,5.0,5.0,5.0,4.325642,3.9999309,3.700418,3.0000203,2.9999988,3.9998813,3.9992223,3.0000017,3.0000541,2.99999,2.0,1.0001817,1.9999976,2.0,5.0
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000777,2.0,2.0002775,2.0000021,3.0000825,3.0000172,3.9867067,4.0,4.0,4.0,4.0,3.9999704,3.2291236,3.0,3.0000014,2.9907246,2.0343406,2.0001261,2.0033271,2.0,1.6190004,1.0,1.0,1.0,1.0,1.0,1.0,1.0000019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000005,1.7487473,1.1190042,1.0000019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000043,1.7708771,2.0,2.00171,2.9840953,2.9999998,3.0,2.9999998,3.0,3.0000002,3.0,3.0000002,2.9999998,3.0,3.0001261,3.0006487,3.0179193,3.000778,3.0000312,3.0000017,2.9992223,2.000399,2.9656596,2.0612345,2.000007,2.000001,2.0000005,2.0018165,2.9999988,3.0,3.9988809,4.0,4.820035,5.0,5.0,4.999895,5.0,4.9999223,3.9999986,3.9981833,3.251253,3.0685914,2.2747579,2.064816,3.0000002,2.000002,2.9997952,2.4099965,2.8372507,3.0000105,3.590004,5.0
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0000005,1.9982905,2.0,2.0003328,2.8372507,2.9850175,3.0000005,3.000134,3.961401,3.9867067,3.9314084,3.4099965,3.0002952,3.0,2.064816,2.0000036,2.0,2.0,1.9980702,1.0159044,1.0000038,1.0011888,1.0,1.0,1.0000024,1.2400138,1.0,1.0000081,2.0,2.0,2.0,1.999999,1.0000124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000001,1.0000334,1.0047808,1.0064635,1.6471725,1.9999461,1.9566374,1.0001259,1.0000081,1.0,1.0000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0003543,1.9999948,2.0,2.0002313,2.0104592,2.014113,2.9314084,2.997686,2.7252421,2.9540503,2.0000002,2.1012073,2.1711855,2.9996867,2.9999313,2.999977,3.0000002,3.0,2.9999943,3.0000012,2.9387653,2.9999623,2.9999352,2.000171,2.00171,2.0000005,2.9983907,3.0,3.0000057,3.9917755,4.0000005,4.9979496,4.999999,5.0,4.9997225,4.0,4.0,3.9917755,2.0000398,2.0000007,2.000011,1.000648,1.0000062,1.6190004,1.0,2.0,2.942161,2.9999998,2.0117924,3.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.9999967,1.9999995,2.0000021,2.5151613,2.3809996,2.6471725,2.820035,2.9917758,2.9999795,2.9999995,2.9999936,2.4099965,2.0000374,2.0,1.9999909,1.918829,1.0000119,1.0000877,1.0008783,1.0,1.0,1.0,1.0,1.0,1.820035,2.0,2.0,2.0,2.604594,2.971209,2.0014257,2.0000029,2.0,1.0000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000091,1.0035343,1.1068606,1.9232392,1.7599864,1.9991736,1.9998488,1.999927,1.9999881,1.9999995,2.0,1.9999957,1.9998951,1.9979496,1.9962459,1.0546203,1.0050778,1.6608977,1.0486836,1.0000081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0017099,1.9997058,2.0,2.0000005,2.0000002,2.0,2.0000105,2.0002313,2.000399,2.0,2.0,2.0,2.0,2.000161,2.0227287,2.9996672,2.9999998,3.000093,3.0000129,3.0000048,3.0000007,2.9999757,3.0000026,2.9995759,2.9996672,2.8605542,3.0000129,3.9232392,4.0,4.0,4.002612,4.874487,4.2084007,4.9982905,4.00002,3.9996467,3.0000002,2.0132935,2.0,1.0039883,1.0,1.0,1.0,1.0,1.0,1.0000648,1.0026126,1.9999623,1.9995213,2.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.9993896,2.0,2.0,2.0002458,2.0,2.9728575,2.0,2.0,2.0000005,2.0000777,2.000001,2.0,1.9999986,1.9994588,1.6875358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0001926,2.0,2.9656596,2.9998488,3.0,3.0000086,3.0001051,3.0000005,2.997686,2.251253,2.0,1.0045009,1.0001926,1.9093075,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9999428,1.7915995,1.9566374,1.9484286,1.0906925,1.0000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0000014,1.0,1.000648,1.9975414,2.0,2.0,2.0,2.0000002,2.0,2.0,2.0,2.0,2.0,1.9999919,2.0,2.0,2.0000038,2.1068604,2.9975414,3.0000002,3.000778,3.7371635,3.0287907,3.0000129,3.9676151,3.9990673,3.977271,3.9999819,3.9999938,4.0,4.0000005,4.000002,4.0000033,4.0001707,4.0027747,4.0,3.9942703,3.0,2.0409145,1.9999804,1.0000687,1.0,1.0,1.0,1.0,1.0,1.0,1.0000005,1.0000067,1.959086,2.0,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.9980702,2.0,2.0,2.0,2.0000093,2.0125208,2.0149825,2.0,2.0,2.0,2.0,2.0,1.9994254,1.0000205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000005,1.0305367,1.2291234,2.0,2.0000026,2.1190042,2.000778,2.9999175,3.0014257,3.0000093,2.9999998,2.9999995,2.9728575,2.0068653,2.1190042,2.9998393,3.0000005,3.0000234,3.0016093,3.0000026,3.0,2.9676154,2.9840953,2.999009,2.9798155,2.0024588,2.002775,2.0000014,2.0000026,2.0,2.0000002,2.0,2.0,2.0000448,2.0,2.0,2.0,2.0,1.9484286,1.0000153,1.0725703,1.0007777,1.0000014,1.0000029,1.0017099,1.0035343,1.3809998,1.9996862,1.999999,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9999981,1.999866,1.935184,1.9979496,1.9992676,1.9996243,2.0,2.0000117,2.999739,3.000061,3.9964657,4.0,4.0,4.0,4.0,3.9999995,3.999426,4.0,4.0000772,4.0018163,4.001342,4.024116,4.0179195,4.0000005,4.0,3.0000026,2.0010529,2.0,1.0002179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000825,1.9993114,2.0000021,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0000029,1.9987364,2.0,2.0,2.0,2.0,1.9999995,2.0,2.0,2.0,2.0,2.0,1.999927,2.0,1.000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1627498,2.0,2.0117924,2.9820805,2.0001051,2.9996243,2.9744143,2.00001,2.0039883,2.810908,2.998947,2.999999,2.999985,3.0,2.975884,2.9999957,2.9141877,2.999985,3.7599864,4.0,4.0,4.0,3.9999995,3.9999995,3.9809809,3.04595,3.0001261,3.0000005,3.0001187,2.9999895,2.9935362,2.3954062,2.997052,2.9999976,2.9994593,2.9998293,2.9999936,2.9999976,2.251253,2.0,1.9970517,1.1068606,1.9785805,1.999723,1.9999781,2.0,2.0,2.0,2.0,2.0,2.0000002,2.0,2.0,2.0,2.0,1.9999995,1.9999976,1.9694633,1.006865,1.8676763,1.6045938,1.0011187,1.0029478,1.9954996,2.0,2.0578387,3.0000007,3.9999995,4.0,4.0,4.022729,4.0000095,4.0,4.000878,4.9566374,4.9999943,5.0,4.9995213,4.9983907,4.3124638,4.0,3.7916002,2.9999976,2.0,1.2995825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1127901,2.0000002,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.6332002,1.1012073,1.9999971,2.0,1.7004175,1.7915995,1.9998813,1.9999995,1.8288145,1.9962459,1.999999,1.9999008,1.2291234,1.0017099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0168824,1.9999957,2.0018165,3.0000007,3.3124642,3.0015144,2.988894,2.9999828,2.9999688,2.8372507,3.0,2.9999952,2.9968684,3.051571,3.9988809,3.9999647,3.0001187,3.0,3.0003538,3.9999175,4.0,4.0004244,4.0000052,4.0000024,4.0000024,4.0,4.0,4.0,3.9999933,3.9840956,3.961401,3.251253,3.9676151,3.9141874,3.0000825,3.0004787,3.0018163,3.0008264,3.0,2.993135,2.9981835,2.000778,2.0,1.9999995,2.0,2.0001512,2.7599864,2.997225,2.999901,2.999999,2.991266,2.0685916,2.0000007,2.0,2.0,1.9979496,1.9912663,1.4697058,1.1711855,1.0104594,1.0000162,1.0,1.0,1.0031319,1.9999995,2.00193,3.0,3.9999995,4.0000005,4.9858866,4.0077443,4.0000825,4.971209,4.999999,5.0,5.0,5.0,5.0,4.998881,4.0016093,4.0,3.1255126,2.9954994,2.0,1.820035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000005,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.6875358,1.9992676,1.1890917,1.3954062,1.9998579,1.0012627,1.0003991,1.0149827,1.4099967,1.0000005,1.0000229,1.0009327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5302949,2.0,2.999997,3.8288145,3.998485,3.3391023,3.0409148,3.101207,2.9999971,3.0000017,3.9635901,4.0,4.0,4.0,4.0,4.0,4.0,3.999989,3.9785805,3.9999738,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.999999,3.9999943,3.9995213,3.9980698,3.9992223,3.9831176,3.4247465,3.095821,3.996673,3.6332002,3.0000117,3.0000277,3.0000002,3.0,2.9999912,2.9999995,3.0064638,3.7487469,3.971209,3.999874,3.9999723,3.9453797,3.0000007,2.988894,2.0000648,2.0,1.9970517,1.0546203,1.0000181,1.0000424,1.0,1.0,1.0,1.0,1.0000024,1.9985743,2.0000002,2.9999998,3.9999838,4.0000005,4.5603676,4.9998813,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9999495,4.0002456,3.9999995,3.000014,2.0004787,2.0,1.4396329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0000124,1.1890917,1.9999886,2.0,2.0,2.0,2.0,1.0958209,1.9998579,1.5900037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0016093,2.0,2.0001116,2.9983907,3.004237,3.8872104,3.6608973,3.9999986,3.9798155,3.9785805,3.9999547,4.0,4.0,4.0000095,4.0000076,4.012521,4.000051,4.1190042,4.8809958,4.001342,4.0,4.0,4.0,4.0,3.999999,4.0,3.9999995,4.0,4.0,3.9999995,3.9994912,3.9141874,3.0227284,3.0001512,3.0001116,3.000002,3.0000246,3.959086,3.0004241,3.0255857,3.1711855,3.002775,3.9840956,3.9999995,4.0,4.0,4.0,4.000026,4.0,4.0,3.999426,3.0000153,2.9997823,2.0000005,1.9999928,1.5453722,1.0001116,1.0000296,1.0,1.0,1.0,1.0,1.0546203,2.0,2.0000036,3.000048,3.9999986,4.0008264,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9999857,4.000333,3.9998074,3.000001,2.000778,2.0,1.918829,1.0033269,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0000105,1.999999,2.0,2.0,2.0,2.000001,2.0,1.9996672,1.9999924,1.9274302,1.7004175,1.0000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9993896,2.0,2.0000057,2.9676154,2.9999971,3.0343406,3.0000007,3.1711855,3.002775,3.004237,3.0906923,3.999999,4.0,4.0,4.0001116,4.0002456,4.9960117,4.999491,4.9982905,4.9882073,4.0,4.0,4.0,4.0,3.9999804,3.9998813,3.8676763,3.9850178,3.9882073,3.909308,3.700418,3.00054,3.0000002,2.999998,3.0,3.0000002,3.0000064,2.9999986,3.0000026,3.11279,3.545373,3.9999866,3.9999995,4.0,4.025586,4.0020504,4.179965,4.000161,4.0,4.0,3.7487469,3.0000181,2.9957633,2.0,1.9999819,1.0035343,1.0000124,1.000001,1.2291234,1.9976859,1.9566374,1.9484286,1.9999771,2.0000017,2.999996,3.010459,4.0,4.8288145,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.000509,3.999978,3.0000002,2.038599,2.0,1.9999986,1.9566374,1.0014257,1.0000153,1.0,1.2185845,1.9999948,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0000029,1.0002952,1.6743577,2.0,2.0,2.0,2.0000036,2.0011187,2.0,1.9999905,1.9999995,1.8931394,1.9484286,1.0000014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000987,1.9999843,2.0000002,2.000295,2.9901505,3.0,3.4848385,3.0000312,3.9964657,3.9141874,3.6608973,3.9949217,4.0,4.000002,4.0000057,4.0190187,4.0045004,4.999984,4.9998293,4.999667,4.977271,4.0,4.0,4.0,3.9999952,3.9991736,3.9314084,3.0006893,3.0255857,3.027142,3.0000775,3.0000086,3.0,2.9999783,2.748747,2.999122,2.9997823,2.9999995,2.9882076,2.9999957,3.0001426,3.002775,3.909308,3.9999576,4.0,4.0000014,4.0,4.0000005,4.0,4.0,3.9867067,3.0000026,2.9907246,2.0000143,2.0,1.0287905,1.0,1.0,1.0,1.000648,1.0017099,1.820035,1.6743577,1.9999995,2.0045006,3.0000012,3.9962459,4.0000005,4.999946,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.951317,4.0,3.0343406,2.9999895,2.00001,2.0,1.9999995,1.999723,1.0029478,1.0035343,1.9999938,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0323844,1.9988112,1.9999995,2.0,2.00171,2.0039883,2.3391023,2.0323846,2.6743577,2.011106,1.9999576,1.0000033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0009909,1.9999995,2.0,2.000001,2.0104592,2.6608977,2.9820805,2.9999998,3.0039883,3.999601,4.0,3.9999995,4.0,4.0,4.0000825,4.0000005,4.0,4.001515,4.2995825,4.068592,3.9999995,4.0,3.999999,3.9993896,3.9540505,3.948429,3.9274297,3.000001,2.9999995,2.9985743,2.9992223,2.9973881,2.9917758,2.002775,2.0906925,2.189092,2.9942706,2.038599,2.9999895,3.0000033,3.1890922,3.909308,3.9990087,3.999999,4.0,4.0,4.0,4.0,4.0,3.999978,3.4697056,3.0000086,2.9999123,2.0015147,2.0,2.0,1.9999995,1.9999995,1.9999995,1.9999976,2.0,2.0,2.000002,2.0,2.0087342,3.0000005,3.999988,4.0002947,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8872104,4.0,3.959086,3.000002,2.5752532,2.0000541,2.0,2.0,1.9999461,1.9820805,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.9984851,2.0,2.000933,2.9992223,2.9996243,2.7004178,2.0003757,2.0000143,2.9566376,2.999985,2.0004241,1.9999971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0009327,1.9991221,1.9999995,2.0,1.9999986,2.0000002,2.0305367,2.9981835,3.0000172,3.985887,3.9952197,3.0018163,3.0068655,3.9999995,4.0,4.0000005,4.000013,4.0002775,4.0000987,4.0,4.0,3.9922562,3.1711855,3.0002177,3.000003,3.0000117,3.0000172,3.0000026,2.9998186,2.6190004,2.000399,2.189092,2.9999974,3.000003,2.9999175,2.999998,2.9882076,2.9999857,3.000313,3.0020504,3.07676,3.05462,3.9798155,3.9999971,4.0,4.0,4.0,3.999549,3.2185853,3.0072908,3.0002313,3.0000181,2.9984853,2.0000064,2.0433621,2.0001512,2.0000002,2.000001,2.0000334,2.0016093,2.0000172,2.0305367,2.0409145,2.0000002,2.9992678,3.0016093,4.0,4.9999986,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.967615,4.0,3.999978,3.0858123,2.9999998,2.9540503,2.1985695,2.0000825,2.0,,,,,,,,,,,
