X,Y,Z
687.773,14.678,144.380
687.773,17.678,144.240
690.773,18.678,143.990
700.773,38.678,143.880
690.773,29.678,143.980
688.773,-26.322,146.710
688.773,-30.322,146.950
688.773,-23.322,146.610
686.773,-20.322,146.500
687.773,-17.322,146.140
689.773,-13.322,145.620
685.773,-7.322,145.180
686.773,-4.322,145.230
685.773,-11.322,145.760
684.773,-9.322,145.580
688.773,4.678,144.520
686.773,12.678,144.440
689.773,22.678,143.990
689.773,25.678,143.940
690.773,26.678,143.890
690.773,33.678,143.890
687.773,38.678,143.800
693.773,41.678,143.880
695.773,39.678,144.010
687.773,-29.322,146.810
685.773,-15.322,146.260
687.773,-14.322,145.950
686.773,-1.322,144.970
688.773,-1.322,144.800
685.773,7.678,144.660
686.773,1.678,144.860
685.773,2.678,145.020
686.773,3.678,144.740
687.773,-0.322,144.740
684.773,12.678,144.560
683.773,14.678,144.510
683.773,16.678,144.400
684.773,17.678,144.290
688.773,19.678,144.070
700.773,42.678,143.750
687.773,29.678,143.990
685.773,-27.322,146.840
686.773,-22.322,146.550
683.773,-18.322,146.450
683.773,-6.322,145.370
684.773,-0.322,145.110
683.773,-8.322,145.780
686.773,4.678,144.690
683.773,10.678,144.760
687.773,21.678,144.080
685.773,24.678,144.140
687.773,33.678,144.000
687.773,35.678,143.970
695.773,42.678,143.930
685.773,-30.322,147.010
684.773,-28.322,146.910
682.773,-18.322,146.420
683.773,-11.322,146.190
683.773,-21.322,146.620
685.773,0.678,145.040
683.773,5.678,144.910
683.773,8.678,144.790
684.773,2.678,145.110
683.773,3.678,145.010
681.773,14.678,144.790
682.773,18.678,144.490
685.773,27.678,144.130
684.773,37.678,144.030
686.773,39.678,143.850
687.773,40.678,143.750
687.773,42.678,143.820
694.773,43.678,143.870
696.773,43.678,143.980
684.773,28.678,144.180
683.773,31.678,144.120
686.773,32.678,144.080
681.773,-27.322,146.780
682.773,0.678,145.180
681.773,-7.322,145.960
682.773,15.678,144.590
682.773,9.678,144.850
681.773,17.678,144.680
681.773,19.678,144.560
682.773,25.678,144.240
684.773,26.678,144.190
682.773,4.678,144.950
681.773,8.678,144.980
681.773,3.678,145.080
683.773,27.678,144.250
682.773,36.678,144.170
682.773,38.678,144.100
685.773,39.678,143.930
684.773,40.678,143.990
683.773,41.678,144.070
681.773,39.678,144.230
682.773,42.678,144.130
681.773,43.678,144.180
678.773,50.678,144.320
680.773,50.678,144.230
678.773,52.678,144.380
676.773,52.678,144.440
677.773,54.678,144.440
679.773,54.678,144.320
673.773,54.678,144.580
674.773,53.678,144.500
679.773,57.678,144.540
680.773,56.678,144.390
676.773,56.678,144.640
675.773,57.678,144.790
676.773,61.678,144.670
673.773,56.678,144.810
675.773,65.678,144.870
680.773,67.678,145.050
678.773,69.678,145.120
679.773,71.678,145.140
679.773,86.678,146.040
679.773,84.678,145.820
680.773,85.678,145.850
675.773,61.678,144.700
678.773,80.678,145.530
680.773,80.678,145.620
675.773,81.678,145.670
674.773,82.678,145.670
677.773,86.678,145.990
680.773,77.678,145.470
673.773,64.678,144.750
673.773,65.678,144.790
674.773,67.678,144.930
675.773,68.678,145.030
678.773,75.678,145.450
679.773,74.678,145.300
677.773,71.678,145.190
678.773,73.678,145.250
675.773,70.678,145.170
677.773,74.678,145.410
675.773,75.678,145.520
674.773,69.678,145.080
673.773,76.678,145.390
676.773,72.678,145.300
674.773,72.678,145.280
675.773,73.678,145.390
673.773,74.678,145.330
699.773,84.678,145.170
699.773,86.678,145.390
700.773,76.678,144.960
700.773,79.678,145.090
700.773,71.678,145.070
699.773,73.678,144.980
700.773,74.678,144.860
699.773,80.678,144.980
698.773,83.678,145.120
698.773,64.678,144.510
696.773,66.678,144.600
697.773,76.678,145.050
697.773,79.678,144.960
698.773,74.678,145.110
698.773,85.678,145.300
696.773,46.678,144.080
700.773,59.678,144.320
699.773,71.678,145.080
695.773,81.678,145.020
695.773,82.678,145.110
695.773,84.678,145.210
697.773,85.678,145.320
700.773,48.678,143.820
700.773,52.678,143.880
700.773,54.678,143.880
698.773,58.678,144.150
695.773,63.678,144.350
698.773,72.678,145.000
697.773,73.678,145.050
696.773,75.678,145.160
695.773,76.678,145.250
696.773,77.678,145.110
694.773,79.678,145.080
694.773,46.678,144.010
695.773,50.678,144.200
698.773,50.678,144.080
699.773,49.678,143.980
700.773,50.678,143.840
693.773,65.678,144.400
694.773,68.678,144.700
700.773,57.678,144.050
696.773,72.678,144.800
694.773,85.678,145.270
689.773,45.678,143.780
686.773,46.678,143.870
690.773,47.678,143.720
693.773,47.678,143.960
698.536,51.388,144.041
698.773,53.678,144.020
699.773,56.678,144.020
694.065,61.155,144.270
693.773,63.678,144.240
696.773,57.678,144.190
695.773,74.678,145.140
694.773,75.678,145.240
694.773,83.678,145.230
693.773,84.678,145.450
693.773,80.678,145.280
693.773,82.678,145.400
692.773,66.678,144.480
692.773,68.678,144.530
694.773,71.678,144.780
691.773,63.678,144.490
691.773,77.678,145.130
691.773,78.678,145.220
691.773,84.678,145.710
684.773,46.678,143.990
685.773,47.678,143.940
685.773,49.678,144.000
686.773,50.678,143.950
693.773,49.678,144.030
697.264,52.339,144.215
696.773,52.678,144.210
696.293,54.555,144.163
696.773,55.678,144.130
693.773,73.678,144.880
695.597,57.705,144.195
693.773,60.678,144.260
691.773,73.678,144.800
690.773,74.678,144.860
692.773,83.678,145.620
691.773,80.678,145.340
691.773,82.678,145.510
683.773,49.678,144.130
684.773,48.678,144.050
690.773,51.678,143.850
692.773,50.678,143.950
692.773,52.678,144.090
693.773,53.678,144.260
691.773,71.678,144.670
689.773,66.678,144.580
691.773,67.678,144.600
691.773,59.678,144.500
688.773,63.678,144.600
689.773,76.678,144.980
689.773,78.678,145.030
688.773,82.678,145.280
688.773,85.678,145.410
681.773,54.678,144.210
686.773,55.678,144.410
689.773,53.678,144.060
689.773,69.678,144.830
690.773,70.678,144.670
691.773,54.678,144.310
693.773,58.678,144.320
689.773,73.678,144.870
688.773,74.678,145.000
688.773,79.678,145.110
688.773,80.678,145.160
689.773,81.678,145.200
690.773,52.678,143.940
689.773,71.678,144.780
690.773,72.678,144.740
689.773,67.678,144.700
687.773,65.678,144.680
686.773,66.678,144.930
688.773,77.678,145.040
687.773,78.678,145.200
687.773,86.678,145.490
688.773,56.678,144.400
691.773,53.678,144.170
688.773,70.678,144.920
689.773,58.678,144.400
685.773,60.678,144.550
686.773,64.678,144.720
687.773,73.678,145.110
686.773,74.678,145.230
687.773,77.678,145.140
687.833,83.064,145.368
686.773,80.678,145.360
682.773,56.678,144.320
684.773,57.678,144.470
686.773,71.678,145.080
685.773,82.678,145.440
682.773,85.678,145.610
686.773,78.678,145.340
685.773,66.678,144.990
684.773,65.678,144.940
685.773,77.678,145.400
685.773,79.678,145.450
684.773,80.678,145.500
681.773,57.678,144.460
682.773,57.678,144.420
683.773,59.678,144.510
684.773,71.678,145.140
684.773,75.678,145.420
681.773,84.678,145.690
684.773,78.678,145.480
682.773,77.678,145.470
683.773,79.678,145.540
682.773,72.678,145.210
682.773,75.678,145.350
715.047,-30.322,145.332
715.249,-28.798,145.296
715.290,-28.494,145.289
715.582,-26.298,145.166
715.951,-23.527,145.036
716.028,-22.950,144.996
716.146,-22.068,144.952
716.230,-21.436,144.943
716.444,-19.826,144.901
716.696,-17.938,144.855
716.911,-16.322,144.837
717.157,-14.474,144.737
717.267,-13.651,144.700
717.393,-12.702,144.657
717.577,-11.322,144.594
717.828,-9.433,144.445
717.843,-9.322,144.439
717.923,-8.722,144.398
718.386,-5.245,144.175
718.442,-4.825,144.142
718.650,-3.261,144.050
718.670,-3.115,144.041
718.773,-2.338,143.994
718.997,-0.658,143.892
719.030,-0.408,143.873
719.083,-0.012,143.844
719.308,1.678,143.731
719.390,2.295,143.661
719.441,2.678,143.617
719.496,3.093,143.587
719.672,4.412,143.472
719.991,6.807,143.348
720.107,7.678,143.312
720.228,8.588,143.277
720.906,13.678,143.012
720.926,13.831,143.002
721.272,16.429,142.938
721.330,16.864,142.928
721.498,18.129,142.928
721.595,18.856,142.924
721.773,20.190,142.852
721.834,20.648,142.826
721.881,21.003,142.800
722.213,23.491,142.584
722.255,23.808,142.559
722.327,24.348,142.539
722.521,25.804,142.483
722.560,26.103,142.452
722.770,27.678,142.305
722.923,28.828,142.252
723.036,29.678,142.209
723.247,31.257,142.122
723.483,33.033,142.027
723.644,34.242,142.018
723.745,35.002,142.012
723.918,36.297,141.946
724.267,38.919,141.920
724.368,39.678,141.924
724.416,40.035,141.921
724.501,40.678,141.938
724.533,40.918,141.956
724.634,41.678,142.014
724.767,42.672,142.110
724.768,42.683,142.111
724.981,44.282,142.178
725.101,45.182,142.216
725.145,45.515,142.252
725.566,48.678,142.510
725.591,48.860,142.517
725.773,50.229,142.585
725.820,50.583,142.603
725.829,50.650,142.608
725.837,50.710,142.611
725.966,51.678,142.704
726.043,52.255,142.788
726.194,53.388,142.897
726.266,53.931,142.968
726.366,54.678,143.075
726.610,56.515,143.381
726.632,56.678,143.413
726.648,56.803,143.430
726.773,57.738,143.490
726.872,58.480,143.538
726.890,58.619,143.554
726.907,58.745,143.557
726.944,59.019,143.562
727.236,61.215,143.590
727.298,61.678,143.632
727.543,63.523,143.900
727.622,64.112,143.981
727.697,64.678,144.017
727.827,65.651,143.966
727.834,65.709,143.969
727.845,65.785,143.974
728.177,68.279,144.156
728.230,68.678,144.157
728.530,70.932,144.255
728.629,71.678,144.253
728.733,72.458,144.243
728.802,72.973,144.253
712.773,-30.322,145.480
711.773,-29.322,145.400
712.773,-28.322,145.450
714.773,-28.322,145.320
712.773,-24.322,145.410
714.773,-22.322,145.090
710.773,-27.322,145.280
708.773,-26.322,145.110
709.773,-21.322,145.150
711.773,-21.322,145.350
712.773,-22.322,145.280
715.773,-21.322,144.960
715.773,-19.322,144.920
712.773,-17.322,145.060
714.773,-16.322,144.980
716.773,-13.322,144.710
712.773,-16.322,145.040
712.773,-13.322,144.880
712.773,-11.322,144.760
716.773,-11.322,144.630
717.773,-9.322,144.440
712.773,-9.322,144.690
713.773,-4.322,144.350
716.773,-2.322,144.050
711.773,-4.322,144.430
711.773,-1.322,144.200
712.773,-0.322,144.110
714.773,0.678,143.970
717.773,-1.322,143.960
718.773,-0.322,143.880
718.773,1.678,143.760
717.773,2.678,143.700
717.773,5.678,143.510
715.773,2.678,143.820
713.773,5.678,143.640
717.773,8.678,143.490
719.773,7.678,143.320
718.773,12.678,143.170
720.773,13.678,143.010
716.773,15.678,143.070
720.773,16.678,142.950
715.773,17.678,143.080
718.773,20.678,142.980
719.773,20.678,142.960
721.773,20.678,142.830
719.773,22.678,142.730
718.773,24.678,142.620
716.773,23.678,142.670
720.773,26.678,142.500
713.773,27.678,142.750
717.773,29.678,142.420
721.773,27.678,142.350
721.773,29.678,142.260
722.773,32.678,142.070
718.773,32.678,142.310
719.773,34.678,142.210
722.773,34.678,142.070
720.773,36.678,142.140
722.773,36.678,141.980
721.773,37.678,142.090
722.773,39.678,142.020
723.773,40.678,141.960
721.773,40.678,142.070
722.773,41.678,142.050
723.773,41.678,142.040
723.773,43.678,142.220
721.773,42.678,142.160
708.773,-18.322,145.060
709.773,-16.322,145.260
711.773,-15.322,145.100
710.773,-14.322,145.190
709.773,-12.322,145.060
709.773,-9.322,144.860
709.773,-6.322,144.630
709.773,2.678,144.020
711.773,2.678,143.890
712.773,4.678,143.720
712.773,7.678,143.580
714.773,10.678,143.400
714.773,14.678,143.220
714.773,15.678,143.170
714.773,18.678,143.050
712.773,19.678,143.040
711.773,22.678,142.900
712.773,24.678,142.810
714.773,29.678,142.620
715.773,30.678,142.500
715.773,32.678,142.450
717.773,33.678,142.360
718.773,34.678,142.290
717.773,35.678,142.370
718.773,39.678,142.230
719.773,40.678,142.180
720.773,42.678,142.190
707.773,-28.322,145.190
707.773,-4.322,144.610
708.773,-2.322,144.540
709.773,-1.322,144.310
711.773,6.678,143.700
713.773,16.678,143.160
711.773,25.678,142.860
710.773,26.678,142.950
709.773,29.678,142.920
712.773,30.678,142.780
713.773,29.678,142.710
719.773,43.678,142.280
705.773,-27.322,145.670
706.773,-25.322,145.180
705.773,-24.322,145.330
706.773,-20.322,145.090
706.773,-18.322,144.950
707.773,-16.322,144.940
708.773,-15.322,145.120
707.773,-14.322,144.880
705.773,-13.322,144.790
708.773,-10.322,144.960
708.773,-7.322,144.770
707.773,-6.322,144.680
707.773,-0.322,144.430
706.773,3.678,144.250
710.773,7.678,143.790
710.773,9.678,143.670
712.773,10.678,143.460
709.773,13.678,143.460
710.773,24.678,142.970
713.773,32.678,142.640
714.773,35.678,142.450
714.773,38.678,142.380
715.773,39.678,142.340
717.773,40.678,142.300
717.773,41.678,142.340
704.773,-29.322,146.090
707.773,-1.322,144.500
706.773,-3.322,144.470
709.773,15.678,143.360
709.773,17.678,143.220
709.773,25.678,143.030
708.773,22.678,143.100
709.773,23.678,143.030
714.773,33.678,142.510
717.773,43.678,142.400
703.773,-26.322,145.820
703.773,-28.322,146.030
703.773,-22.322,145.570
704.773,-20.322,145.160
706.773,-16.322,144.880
703.773,-11.322,144.860
706.773,-2.322,144.440
702.773,-7.322,144.730
705.773,0.678,144.200
705.773,2.678,144.270
709.773,10.678,143.600
706.773,7.678,143.940
707.773,8.678,143.730
708.773,9.678,143.670
707.773,28.678,143.090
710.773,32.678,142.830
711.773,32.678,142.790
712.773,33.678,142.700
714.773,40.678,142.520
715.773,42.678,142.550
702.773,-29.322,145.930
703.773,-18.322,145.340
702.773,-14.322,145.000
702.773,-3.322,144.490
704.773,-2.322,144.390
703.773,4.678,144.140
704.773,6.678,144.110
706.773,10.678,143.850
706.773,13.678,143.560
706.773,15.678,143.500
706.773,18.678,143.290
706.773,20.678,143.240
707.773,21.678,143.140
707.773,25.678,143.090
707.773,32.678,143.000
709.773,32.678,142.860
706.773,23.678,143.220
713.773,36.678,142.530
711.773,37.678,142.630
711.773,39.678,142.590
712.773,40.678,142.570
701.773,-23.322,145.940
701.773,-21.322,145.780
701.773,-19.322,145.680
701.773,-5.322,144.620
702.773,1.678,144.270
706.773,26.678,143.190
705.773,27.678,143.260
704.773,30.678,143.430
709.773,34.678,142.770
713.773,43.678,142.630
701.773,-17.322,145.600
701.773,-15.322,145.290
701.773,0.678,144.260
703.773,-2.322,144.430
701.773,4.678,144.220
701.773,5.678,144.210
703.773,8.678,144.050
705.773,12.678,143.800
705.773,14.678,143.700
705.773,21.678,143.330
705.773,17.678,143.410
704.773,24.678,143.300
704.773,32.678,143.200
705.773,33.678,143.120
706.773,34.678,143.000
704.773,22.678,143.380
711.773,41.678,142.630
711.773,42.678,142.680
714.773,43.678,142.620
705.773,19.678,143.380
704.773,20.678,143.460
704.773,18.678,143.500
702.773,29.678,143.620
703.773,31.678,143.540
707.773,36.678,142.900
709.773,36.678,142.730
709.773,38.678,142.700
709.773,40.678,142.690
703.773,14.678,143.990
702.773,17.678,143.910
702.773,23.678,143.660
701.773,24.678,143.820
701.773,26.678,143.700
702.773,27.678,143.550
702.773,33.678,143.490
703.773,34.678,143.270
710.773,42.678,142.700
710.773,43.678,142.750
702.773,21.678,143.730
703.773,19.678,143.670
705.773,35.678,143.090
701.773,34.678,143.650
708.773,37.678,142.810
707.773,38.678,142.860
708.773,39.678,142.750
707.773,40.678,142.880
708.773,41.678,142.800
703.773,35.678,143.250
705.773,36.678,143.100
707.773,42.678,142.930
704.773,36.678,143.170
706.773,39.678,142.910
702.773,36.678,143.350
703.773,38.678,143.080
704.773,39.678,143.030
705.773,40.678,143.000
705.773,42.678,143.020
701.773,37.678,143.610
702.773,39.678,143.240
703.773,40.678,143.140
704.773,42.678,143.100
701.773,41.678,143.520
702.773,42.678,143.360
706.773,52.678,143.490
706.773,50.678,143.410
707.773,51.678,143.340
706.773,79.678,145.100
702.773,77.678,145.030
706.773,74.678,145.010
703.773,79.678,145.150
702.773,84.678,145.310
707.773,85.678,145.200
707.773,44.678,142.980
705.773,45.678,143.070
707.773,46.678,142.970
706.773,62.678,144.260
705.773,59.678,144.140
707.773,60.678,144.110
704.773,62.678,144.420
704.773,64.678,144.520
706.773,67.678,144.510
707.773,58.678,143.920
706.773,72.678,144.640
707.773,74.678,144.900
705.773,71.678,144.620
706.773,69.678,144.540
707.773,71.678,144.560
705.773,54.678,143.650
707.773,54.678,143.590
705.773,55.678,143.690
706.773,56.678,143.740
705.773,52.678,143.560
705.773,49.678,143.350
707.773,49.678,143.220
704.773,49.678,143.380
703.773,51.678,143.630
705.773,68.678,144.590
704.773,70.678,144.730
704.773,67.678,144.610
702.773,72.678,144.840
702.773,74.678,144.900
701.773,82.678,145.270
705.773,46.678,143.070
706.773,48.678,143.190
703.773,44.678,143.160
702.773,45.678,143.320
704.773,56.678,143.830
705.773,57.678,143.920
706.773,57.678,143.860
701.773,66.678,144.670
704.773,58.678,144.100
703.773,59.678,144.210
703.773,60.678,144.310
701.773,44.678,143.560
704.773,55.678,143.730
703.773,54.678,143.720
704.773,47.678,143.210
703.773,68.678,144.730
702.773,60.678,144.390
701.773,70.678,144.940
701.773,46.678,143.600
703.773,47.678,143.320
702.773,56.678,143.920
702.773,49.678,143.530
701.773,51.678,143.800
702.773,54.678,143.750
702.773,48.678,143.490
701.773,68.678,144.820
702.773,58.678,144.110
701.773,55.678,143.880
701.773,57.678,144.030
701.773,49.678,143.640
721.773,47.678,142.540
722.773,48.678,142.640
720.773,45.678,142.370
720.773,46.678,142.440
719.773,47.678,142.620
720.773,48.678,142.710
721.773,49.678,142.760
723.773,50.678,142.690
725.773,50.678,142.610
722.773,51.678,142.820
724.773,51.678,142.740
724.773,52.678,142.890
723.773,52.678,142.930
724.773,54.678,143.170
722.773,53.678,143.040
723.773,55.678,143.350
724.773,56.678,143.580
725.773,57.678,143.640
722.773,57.678,143.560
723.773,58.678,143.680
726.773,58.678,143.570
724.773,61.678,143.740
726.773,61.678,143.650
725.773,62.678,143.790
726.773,64.678,144.100
724.773,63.678,144.020
725.773,67.678,144.270
727.773,65.678,143.970
724.773,68.678,144.330
722.773,64.678,144.100
721.773,65.678,144.160
721.773,68.678,144.270
723.773,71.678,144.350
725.773,74.678,144.280
720.773,70.678,144.420
719.773,73.678,144.420
720.773,74.678,144.400
721.773,75.678,144.430
726.773,75.678,144.300
722.773,76.678,144.440
726.773,77.678,144.370
727.773,77.678,144.320
726.773,79.678,144.430
728.773,79.678,144.270
727.773,80.678,144.410
728.773,81.678,144.350
728.773,85.678,144.500
726.773,82.678,144.510
726.773,84.678,144.590
719.773,44.678,142.330
718.773,45.678,142.420
719.773,46.678,142.490
718.773,49.678,142.880
720.773,50.678,142.840
721.773,52.678,142.940
722.773,55.678,143.310
720.773,57.678,143.800
719.773,61.678,143.990
723.773,62.678,143.860
719.773,63.678,144.000
720.773,65.678,144.180
720.773,68.678,144.300
719.773,75.678,144.640
718.773,77.678,144.690
720.773,80.678,144.540
723.773,80.678,144.610
725.773,81.678,144.550
723.773,83.678,144.720
718.773,47.678,142.670
720.773,51.678,142.890
719.773,53.678,143.090
719.773,54.678,143.190
721.773,56.678,143.530
717.773,69.678,144.360
718.773,71.678,144.370
720.773,86.678,144.750
718.773,44.678,142.350
717.773,47.678,142.690
717.773,49.678,142.930
717.773,50.678,142.960
718.773,55.678,143.370
718.773,57.678,143.630
718.773,60.678,143.870
718.773,64.678,144.100
717.773,67.678,144.290
718.773,62.678,143.960
716.773,71.678,144.400
715.773,72.678,144.540
715.773,74.678,144.640
715.773,75.678,144.690
715.773,79.678,144.760
719.773,81.678,144.650
721.773,82.678,144.790
721.773,83.678,144.810
720.773,84.678,144.670
717.773,45.678,142.500
717.773,52.678,143.110
717.773,53.678,143.170
718.773,54.678,143.210
717.773,61.678,143.920
716.773,67.678,144.330
715.773,69.678,144.450
715.773,70.678,144.460
718.773,86.678,144.800
716.773,44.678,142.590
715.773,46.678,142.720
715.773,47.678,142.760
716.773,48.678,142.840
715.773,49.678,143.030
714.773,52.678,143.270
717.773,59.678,143.770
717.773,55.678,143.370
716.773,63.678,144.120
714.773,71.678,144.620
714.773,73.678,144.840
713.773,74.678,145.110
714.773,75.678,144.850
713.773,77.678,144.840
715.773,80.678,144.780
719.773,83.678,144.660
716.773,53.678,143.240
716.773,54.678,143.280
716.773,61.678,143.960
717.773,57.678,143.580
713.773,72.678,144.910
713.773,65.678,144.290
714.773,67.678,144.380
712.773,80.678,145.070
717.773,86.678,144.880
713.773,46.678,142.750
714.773,47.678,142.810
712.773,49.678,143.010
712.773,50.678,143.100
713.773,51.678,143.210
713.773,54.678,143.420
715.773,57.678,143.630
715.773,60.678,144.030
715.773,55.678,143.420
716.773,56.678,143.490
712.773,62.678,144.150
714.773,70.678,144.530
712.773,71.678,144.790
713.773,68.678,144.440
713.773,69.678,144.520
712.773,75.678,145.220
712.773,76.678,145.060
712.773,73.678,145.100
711.773,78.678,144.910
714.773,82.678,144.850
714.773,84.678,144.870
711.773,81.678,145.010
714.773,85.678,144.930
712.773,47.678,142.880
711.773,51.678,143.270
710.773,52.678,143.370
710.773,55.678,143.510
713.773,57.678,143.710
714.773,56.678,143.550
713.773,58.678,143.880
711.773,64.678,144.340
711.773,68.678,144.530
712.773,69.678,144.580
711.773,70.678,144.650
710.773,72.678,144.920
711.773,74.678,145.160
710.773,77.678,144.970
708.773,80.678,145.160
711.773,84.678,145.000
712.773,85.678,145.090
712.773,45.678,142.720
711.773,50.678,143.150
711.773,58.678,143.880
709.773,61.678,144.160
710.773,83.678,144.950
711.773,44.678,142.750
709.773,44.678,142.800
710.773,45.678,142.820
711.773,46.678,142.840
711.773,48.678,143.000
710.773,49.678,143.100
710.773,51.678,143.310
708.773,62.678,144.270
708.773,67.678,144.410
710.773,68.678,144.460
710.773,70.678,144.570
708.773,70.678,144.450
708.773,73.678,144.720
709.773,74.678,144.840
708.773,75.678,144.810
707.773,79.678,145.090
708.773,84.678,145.080
710.773,85.678,145.150
708.773,53.678,143.490
709.773,50.678,143.210
709.773,57.678,143.780
710.773,58.678,143.890
708.773,60.678,144.080
708.773,46.678,142.920
709.773,47.678,142.960
710.773,48.678,143.030
708.773,55.678,143.590
709.773,56.678,143.640
708.773,50.678,143.220
709.773,49.678,143.100
709.773,69.678,144.390
708.773,59.678,143.990
708.773,48.678,143.040
708.773,57.678,143.790
678.175,155.363,147.429
679.382,155.363,147.395
679.871,155.363,147.378
684.382,155.363,147.234
684.887,155.363,147.219
685.287,155.363,147.204
686.485,155.363,147.148
689.335,155.363,147.029
689.773,155.363,147.023
691.088,155.363,146.964
692.001,155.363,146.934
692.686,155.363,146.916
696.545,155.363,146.761
697.047,155.363,146.735
698.773,155.363,146.662
699.054,155.363,146.653
686.773,200.678,146.920
692.773,201.678,146.910
683.773,199.678,147.120
691.773,204.678,146.990
687.773,202.678,147.020
689.773,202.678,147.100
681.773,192.678,147.380
691.773,193.678,146.940
684.229,192.090,147.254
698.773,198.678,146.760
686.773,193.678,147.150
681.773,198.678,147.210
693.773,201.678,146.880
699.773,193.678,146.760
674.773,195.678,147.520
677.773,202.678,147.300
678.773,196.678,147.300
689.773,181.678,146.980
681.773,181.678,147.140
685.773,184.678,147.100
687.773,184.678,147.010
681.773,183.678,147.200
683.773,184.678,147.240
692.773,183.678,146.920
696.773,181.678,146.800
684.773,185.678,147.290
686.773,185.678,147.080
690.773,186.678,146.980
682.773,185.678,147.420
688.773,186.678,147.000
693.773,185.678,146.890
697.773,186.678,146.770
681.773,187.678,147.550
682.773,188.678,147.570
685.773,188.678,147.310
688.773,188.678,147.050
691.773,188.678,146.970
695.773,188.678,146.870
697.773,188.678,146.790
681.773,189.678,147.480
684.773,189.678,147.400
686.773,189.678,147.170
688.773,190.678,147.030
693.773,190.678,146.950
683.773,190.678,147.450
689.773,191.678,147.010
685.773,190.678,147.270
687.773,191.678,147.080
684.773,191.678,147.380
673.773,195.678,147.540
679.773,192.678,147.380
689.773,168.678,146.970
697.773,170.678,146.690
684.773,169.678,147.130
686.773,170.678,147.060
695.773,167.678,146.760
681.773,175.678,147.210
691.773,172.678,146.910
699.773,173.678,146.660
693.773,170.678,146.820
684.773,175.678,147.140
691.773,175.678,146.920
696.773,172.678,146.750
682.773,178.678,147.200
694.773,175.678,146.840
700.773,176.678,146.680
688.773,179.678,147.000
691.773,178.678,146.930
682.773,182.678,147.120
693.773,179.678,146.860
699.773,179.678,146.750
675.773,184.678,147.450
680.773,183.678,147.250
678.773,183.678,147.360
677.773,186.678,147.430
679.551,188.107,147.519
675.773,190.678,147.470
678.773,188.678,147.440
685.773,160.678,147.130
687.773,158.678,147.080
689.773,156.678,146.990
692.773,157.678,146.880
695.773,157.678,146.800
698.773,159.678,146.640
699.773,159.678,146.610
683.773,162.678,147.190
689.773,159.678,147.010
691.773,158.678,146.960
692.773,161.678,146.860
696.773,162.678,146.760
687.773,163.678,147.050
689.773,162.678,146.990
700.773,165.678,146.580
684.773,166.678,147.140
694.773,164.678,146.810
698.773,165.678,146.680
675.773,161.678,147.440
680.773,161.678,147.270
676.773,163.678,147.380
673.773,165.678,147.490
680.773,165.678,147.250
674.773,166.678,147.450
676.773,167.678,147.350
678.773,168.678,147.310
680.773,169.678,147.250
676.773,171.678,147.360
674.773,172.678,147.440
679.773,174.678,147.280
676.773,176.678,147.400
678.773,181.678,147.310
677.773,149.678,147.580
674.773,145.678,147.700
678.773,141.678,147.680
676.773,138.678,147.770
679.773,136.678,147.710
680.773,132.678,147.820
677.773,127.678,147.660
676.773,125.678,147.650
680.773,123.678,147.750
674.773,125.678,147.580
675.773,124.678,147.580
673.773,124.678,147.430
679.773,121.678,147.690
675.773,122.678,147.420
673.773,122.678,147.320
677.773,120.678,147.360
679.773,119.678,147.530
674.773,120.678,147.200
673.773,121.678,147.290
676.773,118.678,147.050
675.773,118.678,147.030
673.773,118.678,147.230
678.773,116.678,147.100
680.773,116.678,147.390
676.773,116.678,146.920
674.773,117.678,147.040
678.773,115.678,146.960
680.773,114.678,147.170
676.773,115.678,146.860
673.773,115.678,147.150
677.773,113.678,146.760
676.773,114.678,146.820
680.773,112.678,147.030
674.773,114.678,146.990
674.773,113.678,147.030
678.773,110.678,146.550
676.773,110.678,146.800
680.773,110.678,146.780
673.773,111.678,147.350
678.773,109.678,146.530
675.773,108.678,147.070
680.773,107.678,146.470
674.773,107.678,147.190
677.773,107.678,146.680
679.773,106.678,146.420
680.773,105.678,146.320
676.773,107.678,146.860
673.773,106.678,147.200
675.773,106.678,146.990
677.773,106.678,146.660
678.773,105.678,146.520
679.773,103.678,146.380
675.773,105.678,146.970
676.773,105.678,146.820
674.773,101.678,146.900
677.773,104.678,146.680
678.773,102.678,146.490
680.773,102.678,146.310
679.773,100.678,146.360
677.773,101.678,146.590
677.773,100.678,146.540
674.773,99.678,146.620
677.773,98.678,146.440
679.773,98.678,146.260
674.773,97.678,146.420
673.773,96.678,146.260
678.773,97.678,146.260
680.773,97.678,146.200
676.773,97.678,146.480
674.773,95.678,146.330
678.773,94.678,146.230
680.773,93.678,146.110
675.773,91.678,146.220
675.773,87.678,145.910
676.773,89.678,146.070
677.773,90.678,146.140
679.773,92.678,146.070
699.773,88.678,145.440
699.773,91.678,145.570
697.773,94.678,145.730
698.773,95.678,145.810
697.773,87.678,145.450
696.773,89.678,145.560
696.773,95.678,145.880
697.773,96.678,145.900
697.773,92.678,145.680
696.773,87.678,145.420
694.773,92.678,145.720
694.773,94.678,145.910
694.773,87.678,145.300
693.773,88.678,145.420
693.773,91.678,145.670
695.773,96.678,146.030
692.773,93.678,145.860
693.773,95.678,146.020
690.773,88.678,145.500
692.773,89.678,145.520
691.773,95.678,146.020
691.773,92.678,145.910
689.773,93.678,146.000
691.773,90.678,145.620
689.773,87.678,145.580
688.773,90.678,145.680
